#,stock,link,market,ISIN,profile,detailspresent,withinstudy,covidstudy,industry,subindustry,2019accounts,2021accounts,UsedForENG,YahooFinanceURL,checkvs2021yahoo
500,Unieuro,https://www.borsaitaliana.it/borsa/azioni/scheda/IT0005239881.html?lang=it,Euronext STAR Milan,IT0005239881,https://www.borsaitaliana.it/borsa/azioni/profilo-societa-dettaglio.html?isin=IT0005239881&lang=it,Y,,Y,Beni voluttuari,Rivenditori,EN,EN,Y,https://finance.yahoo.com/quote/UNIR.MI?p=UNIR.MI&.tsrc=fin-srch,included
501,Unipol,https://www.borsaitaliana.it/borsa/azioni/scheda/IT0004810054.html?lang=it,Euronext Milan,IT0004810054,https://www.borsaitaliana.it/borsa/azioni/profilo-societa-dettaglio.html?isin=IT0004810054&lang=it,Y,,Y,Finanza,Assicurazioni,IT,IT,,https://finance.yahoo.com/quote/UNI.MI?p=UNI.MI&.tsrc=fin-srch,
502,Unipolsai,https://www.borsaitaliana.it/borsa/azioni/scheda/IT0004827447.html?lang=it,Euronext Milan,IT0004827447,https://www.borsaitaliana.it/borsa/azioni/profilo-societa-dettaglio.html?isin=IT0004827447&lang=it,Y,,Y,Finanza,Assicurazioni,EN,EN,Y,https://finance.yahoo.com/quote/US.MI?p=US.MI&.tsrc=fin-srch,bankassfin
503,Valsoia,https://www.borsaitaliana.it/borsa/azioni/scheda/IT0001018362.html?lang=it,Euronext Milan,IT0001018362,https://www.borsaitaliana.it/borsa/azioni/profilo-societa-dettaglio.html?isin=IT0001018362&lang=it,Y,,Y,Beni di prima necessità,"Cibo, bevande e tabacco",EN,EN,Y,https://finance.yahoo.com/quote/VLS.MI?p=VLS.MI&.tsrc=fin-srch,included
504,Valtecne,https://www.borsaitaliana.it/borsa/azioni/euronext-growth-milan/scheda/IT0005532525.html?lang=it,Euronext Growth Milan,IT0005532525,https://www.borsaitaliana.it/borsa/azioni/profilo-societa-dettaglio.html?isin=IT0005532525&lang=it,Y,NotCoveringPeriod,outofscope,na,na,,,,https://finance.yahoo.com/quote/VLT.MI?p=VLT.MI&.tsrc=fin-srch,
505,Vantea Smart,https://www.borsaitaliana.it/borsa/azioni/euronext-growth-milan/scheda/IT0005433765.html?lang=it,Euronext Growth Milan,IT0005433765,https://www.borsaitaliana.it/borsa/azioni/profilo-societa-dettaglio.html?isin=IT0005433765&lang=it,Y,,Y,na,na,IT,IT,,https://finance.yahoo.com/quote/VNT.MI?p=VNT.MI&.tsrc=fin-srch,
506,Vianini,https://www.borsaitaliana.it/borsa/azioni/scheda/IT0003127898.html?lang=it,Euronext Milan,IT0003127898,https://www.borsaitaliana.it/borsa/azioni/profilo-societa-dettaglio.html?isin=IT0003127898&lang=it,Y,MissingReports,outofscope,na,na,,,,https://finance.yahoo.com/quote/VIA.MI?p=VIA.MI&.tsrc=fin-srch,
507,Vimi Fasteners,https://www.borsaitaliana.it/borsa/azioni/euronext-growth-milan/scheda/IT0004717200.html?lang=it,Euronext Growth Milan,IT0004717200,https://www.borsaitaliana.it/borsa/azioni/profilo-societa-dettaglio.html?isin=IT0004717200&lang=it,Y,MissingReports,outofscope,na,na,,,,https://finance.yahoo.com/quote/VIM.MI?p=VIM.MI&.tsrc=fin-srch,
508,Virgin Galactic Holdings,https://www.borsaitaliana.it/borsa/azioni/global-equity-market/scheda/US92766K1060.html?lang=it,Global Equity Market,US92766K1060,https://www.borsaitaliana.it/borsa/azioni/profilo-societa-dettaglio.html?isin=US92766K1060&lang=it,Y,,outofscope,na,na,,,,https://finance.yahoo.com/quote/SPCE?p=SPCE&.tsrc=fin-srch,
509,Visibilia Editore,https://www.borsaitaliana.it/borsa/azioni/euronext-growth-milan/scheda/IT0005433732.html?lang=it,Euronext Growth Milan,IT0005433732,https://www.borsaitaliana.it/borsa/azioni/profilo-societa-dettaglio.html?isin=IT0005433732&lang=it,Y,,Y,na,na,IT,IT,,https://finance.yahoo.com/quote/VE.MI?p=VE.MI&.tsrc=fin-srch,
510,Vivendi,https://www.borsaitaliana.it/borsa/azioni/global-equity-market/scheda/FR0000127771.html?lang=it,Global Equity Market,FR0000127771,https://www.borsaitaliana.it/borsa/azioni/profilo-societa-dettaglio.html?isin=FR0000127771&lang=it,Y,,outofscope,na,na,,,,https://finance.yahoo.com/quote/VIV.PA?p=VIV.PA&.tsrc=fin-srch,
511,Volkswagen,https://www.borsaitaliana.it/borsa/azioni/global-equity-market/scheda/DE0007664039.html?lang=it,Global Equity Market,DE0007664039,https://www.borsaitaliana.it/borsa/azioni/profilo-societa-dettaglio.html?isin=DE0007664039&lang=it,Y,,outofscope,na,na,,,,https://finance.yahoo.com/quote/VOW3.DE?p=VOW3.DE&.tsrc=fin-srch,
512,Vonovia,https://www.borsaitaliana.it/borsa/azioni/global-equity-market/scheda/DE000A1ML7J1.html?lang=it,Global Equity Market,DE000A1ML7J1,https://www.borsaitaliana.it/borsa/azioni/profilo-societa-dettaglio.html?isin=DE000A1ML7J1&lang=it,Y,,outofscope,na,na,,,,https://finance.yahoo.com/quote/VNA.F?p=VNA.F&.tsrc=fin-srch,
513,Warr Aatech 2023-2026,https://www.borsaitaliana.it/borsa/azioni/warrant/scheda/IT0005550501.html?lang=it,Euronext Growth Milan,IT0005550501,,N,,N,na,na,,,,https://finance.yahoo.com/quote/WAAT26.MI?p=WAAT26.MI&.tsrc=fin-srch,
514,Warr Abc Company 2022-2027,https://www.borsaitaliana.it/borsa/azioni/warrant/scheda/IT0005515363.html?lang=it,Euronext Growth Milan - Segmento Professionale,IT0005515363,,N,,N,na,na,,,,https://finance.yahoo.com/quote/WABC27.MI?p=WABC27.MI&.tsrc=fin-srch,
515,Warr Acquazzurra 2021-2024,https://www.borsaitaliana.it/borsa/azioni/warrant/scheda/IT0005443087.html?lang=it,Euronext Growth Milan - Segmento Professionale,IT0005443087,,N,,N,na,na,,,,na,
516,Warr Agatos 2018-2025,https://www.borsaitaliana.it/borsa/azioni/warrant/scheda/IT0005322786.html?lang=it,Euronext Growth Milan,IT0005322786,,N,,N,na,na,,,,na,
517,Warr Alfio Bardolla 2017-2027,https://www.borsaitaliana.it/borsa/azioni/warrant/scheda/IT0005245607.html?lang=it,Euronext Growth Milan,IT0005245607,,N,,N,na,na,,,,https://finance.yahoo.com/quote/WABTG.MI?p=WABTG.MI&.tsrc=fin-srch,
518,Warr Alfonsino 2021-2024,https://www.borsaitaliana.it/borsa/azioni/warrant/scheda/IT0005467144.html?lang=it,Euronext Growth Milan,IT0005467144,,N,,N,na,na,,,,https://finance.yahoo.com/quote/WALFO.MI?p=WALFO.MI&.tsrc=fin-srch,
519,Warr Altea Green Power 2022-2024,https://www.borsaitaliana.it/borsa/azioni/warrant/scheda/IT0005472680.html?lang=it,Euronext Growth Milan,IT0005472680,,N,,N,na,na,,,,https://finance.yahoo.com/quote/WAGP24.MI?p=WAGP24.MI&.tsrc=fin-srch,
520,Warr Ambromobiliare 2020-2023,https://www.borsaitaliana.it/borsa/azioni/warrant/scheda/IT0005425092.html?lang=it,Euronext Growth Milan,IT0005425092,,N,,N,na,na,,,,https://finance.yahoo.com/quote/WAMB26.MI?p=WAMB26.MI&.tsrc=fin-srch,
521,Warr Antares Vision,https://www.borsaitaliana.it/borsa/azioni/warrant/scheda/IT0005366551.html?lang=it,Euronext STAR Milan,IT0005366551,,N,,N,na,na,,,,na,
522,Warr Bellini Nautica 2022-2025,https://www.borsaitaliana.it/borsa/azioni/warrant/scheda/IT0005497158.html?lang=it,Euronext Growth Milan,IT0005497158,,N,,N,na,na,,,,https://finance.yahoo.com/quote/WBELL.MI?p=WBELL.MI&.tsrc=fin-srch,
523,Warr Clabo 2021-2024,https://www.borsaitaliana.it/borsa/azioni/warrant/scheda/IT0005457004.html?lang=it,Euronext Growth Milan,IT0005457004,,N,,N,na,na,,,,https://finance.yahoo.com/quote/WCLABO.MI?p=WCLABO.MI&.tsrc=fin-srch,
524,Warr Cofle 2021-2024,https://www.borsaitaliana.it/borsa/azioni/warrant/scheda/IT0005465635.html?lang=it,Euronext Growth Milan,IT0005465635,,N,,N,na,na,,,,na,
525,Warr Convergenze 2020-2023,https://www.borsaitaliana.it/borsa/azioni/warrant/scheda/IT0005426199.html?lang=it,Euronext Growth Milan,IT0005426199,,N,,N,na,na,,,,na,
526,Warr Copernico 2019-2025,https://www.borsaitaliana.it/borsa/azioni/warrant/scheda/IT0005379372.html?lang=it,Euronext Growth Milan,IT0005379372,,N,,N,na,na,,,,https://finance.yahoo.com/quote/WCOP25.MI?p=WCOP25.MI&.tsrc=fin-srch,
527,Warr Cube Labs 2023-2025,https://www.borsaitaliana.it/borsa/azioni/warrant/scheda/IT0005532608.html?lang=it,Euronext Growth Milan - Segmento Professionale,IT0005532608,,N,,N,na,na,,,,na,
528,Warr Cyberoo 2019-2023,https://www.borsaitaliana.it/borsa/azioni/warrant/scheda/IT0005383663.html?lang=it,Euronext Growth Milan,IT0005383663,,N,,N,na,na,,,,na,
529,Warr Deodato.Gallery 2023-2028,https://www.borsaitaliana.it/borsa/azioni/warrant/scheda/IT0005528929.html?lang=it,Euronext Growth Milan,IT0005528929,,N,,N,na,na,,,,https://finance.yahoo.com/quote/WART28.MI?p=WART28.MI&.tsrc=fin-srch,
530,Warr Destination Italia 2021-2024,https://www.borsaitaliana.it/borsa/azioni/warrant/scheda/IT0005454001.html?lang=it,Euronext Growth Milan,IT0005454001,,N,,N,na,na,,,,https://finance.yahoo.com/quote/WDIT24.MI?p=WDIT24.MI&.tsrc=fin-srch,
531,Warr Dotstay 2022-2025,https://www.borsaitaliana.it/borsa/azioni/warrant/scheda/IT0005523821.html?lang=it,Euronext Growth Milan - Segmento Professionale,IT0005523821,,N,,N,na,na,,,,na,
532,Warr Eles 2019-2024,https://www.borsaitaliana.it/borsa/azioni/warrant/scheda/IT0005374258.html?lang=it,Euronext Growth Milan,IT0005374258,,N,,N,na,na,,,,https://finance.yahoo.com/quote/WELES.MI?p=WELES.MI&.tsrc=fin-srch,
533,Warr Eprcomunicazione 2022-2025,https://www.borsaitaliana.it/borsa/azioni/warrant/scheda/IT0005519795.html?lang=it,Euronext Growth Milan,IT0005519795,,N,,N,na,na,,,,na,
534,Warr Erfo 2022-2025,https://www.borsaitaliana.it/borsa/azioni/warrant/scheda/IT0005497836.html?lang=it,Euronext Growth Milan,IT0005497836,,N,,N,na,na,,,,na,
535,Warr Fae Technology 2022-2025,https://www.borsaitaliana.it/borsa/azioni/warrant/scheda/IT0005500639.html?lang=it,Euronext Growth Milan,IT0005500639,,N,,N,na,na,,,,https://finance.yahoo.com/quote/WFAE25.MI?p=WFAE25.MI&.tsrc=fin-srch,
536,Warr Farmacosmo 2022-2025,https://www.borsaitaliana.it/borsa/azioni/warrant/scheda/IT0005487415.html?lang=it,Euronext Growth Milan,IT0005487415,,N,,N,na,na,,,,https://finance.yahoo.com/quote/WCOSMO.MI?p=WCOSMO.MI&.tsrc=fin-srch,
537,Warr Finanza.Tech 2021-2024,https://www.borsaitaliana.it/borsa/azioni/warrant/scheda/IT0005475147.html?lang=it,Euronext Growth Milan,IT0005475147,,N,,N,na,na,,,,na,
538,Warr Franchetti 2022-2025,https://www.borsaitaliana.it/borsa/azioni/warrant/scheda/IT0005508558.html?lang=it,Euronext Growth Milan,IT0005508558,,N,,N,na,na,,,,https://finance.yahoo.com/quote/WFCH25.MI?p=WFCH25.MI&.tsrc=fin-srch,
539,Warr Franchi Umberto Marmi,https://www.borsaitaliana.it/borsa/azioni/warrant/scheda/IT0005335739.html?lang=it,Euronext Growth Milan,IT0005335739,,N,,N,na,na,,,,https://finance.yahoo.com/quote/WFUM.MI?p=WFUM.MI&.tsrc=fin-srch,
540,Warr G Rent 2021-2024,https://www.borsaitaliana.it/borsa/azioni/warrant/scheda/IT0005445074.html?lang=it,Euronext Growth Milan,IT0005445074,,N,,N,na,na,,,,https://finance.yahoo.com/quote/WGSR24.MI?p=WGSR24.MI&.tsrc=fin-srch,
541,Warr Gismondi 1754 2019-2024,https://www.borsaitaliana.it/borsa/azioni/warrant/scheda/IT0005391104.html?lang=it,Euronext Growth Milan,IT0005391104,,N,,N,na,na,,,,https://finance.yahoo.com/quote/WGIS24.MI?p=WGIS24.MI&.tsrc=fin-srch,
542,Warr High Quality Food 2022-2025,https://www.borsaitaliana.it/borsa/azioni/warrant/scheda/IT0005496796.html?lang=it,Euronext Growth Milan,IT0005496796,,N,,N,na,na,,,,na,
543,Warr Idntt 2021-2024,https://www.borsaitaliana.it/borsa/azioni/warrant/scheda/CH1120637330.html?lang=it,Euronext Growth Milan,CH1120637330,,N,,outofscope,na,na,,,,https://finance.yahoo.com/quote/WIDNTT.MI?p=WIDNTT.MI&.tsrc=fin-srch,
544,Warr Igeamed 2020-2023,https://www.borsaitaliana.it/borsa/azioni/warrant/scheda/IT0005428948.html?lang=it,Euronext Growth Milan - Segmento Professionale,IT0005428948,,N,,N,na,na,,,,na,
545,Warr Impianti 2022-2025,https://www.borsaitaliana.it/borsa/azioni/warrant/scheda/IT0005518938.html?lang=it,Euronext Growth Milan,IT0005518938,,N,,N,na,na,,,,https://finance.yahoo.com/quote/WMPT25.MI?p=WMPT25.MI&.tsrc=fin-srch,
546,Warr Industrial Stars Of Italy 4 A,https://www.borsaitaliana.it/borsa/azioni/warrant/scheda/IT0005447120.html?lang=it,Euronext Growth Milan,IT0005447120,,N,,N,na,na,,,,na,
547,Warr Industrial Stars Of Italy 4 B,https://www.borsaitaliana.it/borsa/azioni/warrant/scheda/IT0005447237.html?lang=it,Euronext Growth Milan,IT0005447237,,N,,N,na,na,,,,na,
548,Warr Industrial Stars Of Italy 4 C,https://www.borsaitaliana.it/borsa/azioni/warrant/scheda/IT0005447245.html?lang=it,Euronext Growth Milan,IT0005447245,,N,,N,na,na,,,,na,
549,Warr Int Care Company 2021-2024,https://www.borsaitaliana.it/borsa/azioni/warrant/scheda/IT0005469330.html?lang=it,Euronext Growth Milan,IT0005469330,,N,,N,na,na,,,,na,
550,Warr Iscc Fintech 2021-2024,https://www.borsaitaliana.it/borsa/azioni/warrant/scheda/IT0005474124.html?lang=it,Euronext Growth Milan,IT0005474124,,N,,N,na,na,,,,https://finance.yahoo.com/quote/WISC24.MI?p=WISC24.MI&.tsrc=fin-srch,
551,Warr Kme Group 2021-2024,https://www.borsaitaliana.it/borsa/azioni/warrant/scheda/IT0005432668.html?lang=it,Euronext Milan,IT0005432668,,N,,N,na,na,,,,na,
552,Warr Lindbergh 2021-2024,https://www.borsaitaliana.it/borsa/azioni/warrant/scheda/IT0005469207.html?lang=it,Euronext Growth Milan,IT0005469207,,N,,N,na,na,,,,https://finance.yahoo.com/quote/WLDB24.MI?p=WLDB24.MI&.tsrc=fin-srch,
553,Warr Magis,https://www.borsaitaliana.it/borsa/azioni/warrant/scheda/IT0005525321.html?lang=it,Euronext Growth Milan,IT0005525321,,N,,N,na,na,,,,https://finance.yahoo.com/quote/WMGS.MI?p=WMGS.MI&.tsrc=fin-srch,
554,Warr Maps 2019-2024,https://www.borsaitaliana.it/borsa/azioni/warrant/scheda/IT0005364325.html?lang=it,Euronext Growth Milan,IT0005364325,,N,,N,na,na,,,,https://finance.yahoo.com/quote/WMAPS.MI?p=WMAPS.MI&.tsrc=fin-srch,
555,Warr Meglioquesto 2021-2025,https://www.borsaitaliana.it/borsa/azioni/warrant/scheda/IT0005450207.html?lang=it,Euronext Growth Milan,IT0005450207,,N,,N,na,na,,,,https://finance.yahoo.com/quote/WMQSPA.MI?p=WMQSPA.MI&.tsrc=fin-srch,
556,Warr Mit Sim 2022-2024,https://www.borsaitaliana.it/borsa/azioni/warrant/scheda/IT0005473050.html?lang=it,Euronext Growth Milan,IT0005473050,,N,,N,na,na,,,,na,
557,Warr Nusco 2021-2024,https://www.borsaitaliana.it/borsa/azioni/warrant/scheda/IT0005453086.html?lang=it,Euronext Growth Milan,IT0005453086,,N,,N,na,na,,,,https://finance.yahoo.com/quote/WNUS24.MI?p=WNUS24.MI&.tsrc=fin-srch,
558,Warr Osai 2020-2025,https://www.borsaitaliana.it/borsa/azioni/warrant/scheda/IT0005424822.html?lang=it,Euronext Growth Milan,IT0005424822,,N,,N,na,na,,,,https://finance.yahoo.com/quote/WOSA25.MI?p=WOSA25.MI&.tsrc=fin-srch,
559,Warr Pasquarelli 2023-2026,https://www.borsaitaliana.it/borsa/azioni/warrant/scheda/IT0005546301.html?lang=it,Euronext Growth Milan,IT0005546301,,N,,N,na,na,,,,https://finance.yahoo.com/quote/WPSQ26.MI?p=WPSQ26.MI&.tsrc=fin-srch,
560,Warr Prismi 2018-2025,https://www.borsaitaliana.it/borsa/azioni/warrant/scheda/IT0005326613.html?lang=it,Euronext Growth Milan,IT0005326613,,N,,N,na,na,,,,https://finance.yahoo.com/quote/WPRM25.MI?p=WPRM25.MI&.tsrc=fin-srch,
561,Warr Redelfi 2022-2025,https://www.borsaitaliana.it/borsa/azioni/warrant/scheda/IT0005496028.html?lang=it,Euronext Growth Milan,IT0005496028,,N,,N,na,na,,,,https://finance.yahoo.com/quote/WRDF25.MI?p=WRDF25.MI&.tsrc=fin-srch,
562,Warr Redfish Longterm Capital 2023-2025,https://www.borsaitaliana.it/borsa/azioni/warrant/scheda/IT0005549347.html?lang=it,Euronext Growth Milan,IT0005549347,,N,,N,na,na,,,,https://finance.yahoo.com/quote/WRFLTC.MI?p=WRFLTC.MI&.tsrc=fin-srch,
563,Warr Reevo 2021-2024,https://www.borsaitaliana.it/borsa/azioni/warrant/scheda/IT0005468670.html?lang=it,Euronext Growth Milan,IT0005468670,,N,,N,na,na,,,,na,
564,Warr Restart 2015-2024,https://www.borsaitaliana.it/borsa/azioni/warrant/scheda/IT0005083271.html?lang=it,Euronext Milan,IT0005083271,,N,,N,na,na,,,,na,
565,Warr Rocket Sharing Company 2022-2025,https://www.borsaitaliana.it/borsa/azioni/warrant/scheda/IT0005481822.html?lang=it,Euronext Growth Milan,IT0005481822,,N,,N,na,na,,,,https://finance.yahoo.com/quote/WRKT25.MI?p=WRKT25.MI&.tsrc=fin-srch,
566,Warr S.I.F. Italia 2021-2024,https://www.borsaitaliana.it/borsa/azioni/warrant/scheda/IT0005468282.html?lang=it,Euronext Growth Milan,IT0005468282,,N,,N,na,na,,,,https://finance.yahoo.com/quote/WSIF24.MI?p=WSIF24.MI&.tsrc=fin-srch,
567,Warr Saccheria F.Lli Franceschetti 22-25,https://www.borsaitaliana.it/borsa/azioni/warrant/scheda/IT0005521536.html?lang=it,Euronext Growth Milan,IT0005521536,,N,,N,na,na,,,,https://finance.yahoo.com/quote/WSAC25.MI?p=WSAC25.MI&.tsrc=fin-srch,
568,Warr Sg Company 2018-2027,https://www.borsaitaliana.it/borsa/azioni/warrant/scheda/IT0005347593.html?lang=it,Euronext Growth Milan,IT0005347593,,N,,N,na,na,,,,https://finance.yahoo.com/quote/WSGC27.MI?p=WSGC27.MI&.tsrc=fin-srch,
569,Warr Solid World Group 2022-2025,https://www.borsaitaliana.it/borsa/azioni/warrant/scheda/IT0005498420.html?lang=it,Euronext Growth Milan,IT0005498420,,N,,N,na,na,,,,https://finance.yahoo.com/quote/WS3D25.MI?p=WS3D25.MI&.tsrc=fin-srch,
570,Warr Sostravel.Com 2021-2024,https://www.borsaitaliana.it/borsa/azioni/warrant/scheda/IT0005446718.html?lang=it,Euronext Growth Milan,IT0005446718,,N,,N,na,na,,,,https://finance.yahoo.com/quote/WSOS24.MI?p=WSOS24.MI&.tsrc=fin-srch,
571,Warr Svas Biosana 2021-2024,https://www.borsaitaliana.it/borsa/azioni/warrant/scheda/IT0005469157.html?lang=it,Euronext Growth Milan,IT0005469157,,N,,N,na,na,,,,na,
572,Warr Take Off 2022-2024,https://www.borsaitaliana.it/borsa/azioni/warrant/scheda/IT0005467474.html?lang=it,Euronext Growth Milan,IT0005467474,,N,,N,na,na,,,,https://finance.yahoo.com/quote/WTKF24.MI?p=WTKF24.MI&.tsrc=fin-srch,
573,Warr Tenax International 2020-2023,https://www.borsaitaliana.it/borsa/azioni/warrant/scheda/IT0005428815.html?lang=it,Euronext Growth Milan,IT0005428815,,N,,N,na,na,,,,na,
574,Warr Tmp Group 2023-2025,https://www.borsaitaliana.it/borsa/azioni/warrant/scheda/IT0005531253.html?lang=it,Euronext Growth Milan,IT0005531253,,N,,N,na,na,,,,na,
575,Warr Trawell Co 2021-2024,https://www.borsaitaliana.it/borsa/azioni/warrant/scheda/IT0005446726.html?lang=it,Euronext Growth Milan,IT0005446726,,N,,N,na,na,,,,https://finance.yahoo.com/quote/WTWL24.MI?p=WTWL24.MI&.tsrc=fin-srch,
576,Warr Trevi 2020-2025,https://www.borsaitaliana.it/borsa/azioni/warrant/scheda/IT0005402885.html?lang=it,Euronext Milan,IT0005402885,,N,,N,na,na,,,,na,
577,Warr Ulisse Biomed 2021-2026,https://www.borsaitaliana.it/borsa/azioni/warrant/scheda/IT0005453789.html?lang=it,Euronext Growth Milan,IT0005453789,,N,,N,na,na,,,,https://finance.yahoo.com/quote/WUBM26.MI?p=WUBM26.MI&.tsrc=fin-srch,
578,Warrant Esi 2020-2023,https://www.borsaitaliana.it/borsa/azioni/warrant/scheda/IT0005421893.html?lang=it,Euronext Growth Milan,IT0005421893,,N,,N,na,na,,,,na,
579,Warrant G.M. Leather 2022-2025,https://www.borsaitaliana.it/borsa/azioni/warrant/scheda/IT0005498602.html?lang=it,Euronext Growth Milan,IT0005498602,,N,,N,na,na,,,,https://finance.yahoo.com/quote/WGML25.MI?p=WGML25.MI&.tsrc=fin-srch,
580,Warrant Imprendiroma 2022-2025,https://www.borsaitaliana.it/borsa/azioni/warrant/scheda/IT0005500555.html?lang=it,Euronext Growth Milan,IT0005500555,,N,,N,na,na,,,,https://finance.yahoo.com/quote/WIMP25.MI?p=WIMP25.MI&.tsrc=fin-srch,
581,Warrant Pozzi Milano 2022-2027,https://www.borsaitaliana.it/borsa/azioni/warrant/scheda/IT0005499923.html?lang=it,Euronext Growth Milan,IT0005499923,,N,,N,na,na,,,,https://finance.yahoo.com/quote/WPOZ27.MI?p=WPOZ27.MI&.tsrc=fin-srch,
582,Warrant Promotica 2020-2023,https://www.borsaitaliana.it/borsa/azioni/warrant/scheda/IT0005425340.html?lang=it,Euronext Growth Milan,IT0005425340,,N,,N,na,na,,,,na,
583,Warrant Sebino 2020-2023,https://www.borsaitaliana.it/borsa/azioni/warrant/scheda/IT0005413502.html?lang=it,Euronext Growth Milan,IT0005413502,,N,,N,na,na,,,,na,
584,Warrant Siav 2022-2025,https://www.borsaitaliana.it/borsa/azioni/warrant/scheda/IT0005504094.html?lang=it,Euronext Growth Milan,IT0005504094,,N,,N,na,na,,,,na,
585,Websolute,https://www.borsaitaliana.it/borsa/azioni/euronext-growth-milan/scheda/IT0005384901.html?lang=it,Euronext Growth Milan,IT0005384901,https://www.borsaitaliana.it/borsa/azioni/profilo-societa-dettaglio.html?isin=IT0005384901&lang=it,Y,,Y,na,na,IT,IT,,https://finance.yahoo.com/quote/WBS.MI?p=WBS.MI&.tsrc=fin-srch,
586,Webuild,https://www.borsaitaliana.it/borsa/azioni/scheda/IT0003865570.html?lang=it,Euronext Milan,IT0003865570,https://www.borsaitaliana.it/borsa/azioni/profilo-societa-dettaglio.html?isin=IT0003865570&lang=it,Y,,Y,Industria,Edilizia e materiali,EN,EN,Y,https://finance.yahoo.com/quote/WBD.MI?p=WBD.MI&.tsrc=fin-srch,included
587,Webuild Rsp,https://www.borsaitaliana.it/borsa/azioni/scheda/IT0003865588.html?lang=it,Euronext Milan,IT0003865588,,N,,N,na,na,,,,https://finance.yahoo.com/quote/WBDR.MI?p=WBDR.MI&.tsrc=fin-srch,
588,Wework,https://www.borsaitaliana.it/borsa/azioni/global-equity-market/scheda/US96209A1043.html?lang=it,Global Equity Market,US96209A1043,https://www.borsaitaliana.it/borsa/azioni/profilo-societa-dettaglio.html?isin=US96209A1043&lang=it,Y,,outofscope,na,na,,,,na,
589,Wiit,https://www.borsaitaliana.it/borsa/azioni/scheda/IT0005440893.html?lang=it,Euronext STAR Milan,IT0005440893,https://www.borsaitaliana.it/borsa/azioni/profilo-societa-dettaglio.html?isin=IT0005440893&lang=it,Y,,Y,Tecnologia,Tecnologia,EN,EN,Y,https://finance.yahoo.com/quote/WIIT.MI?p=WIIT.MI&.tsrc=fin-srch,included
590,Yolo Group,https://www.borsaitaliana.it/borsa/azioni/euronext-growth-milan/scheda/IT0005495871.html?lang=it,Euronext Growth Milan - Segmento Professionale,IT0005495871,https://www.borsaitaliana.it/borsa/azioni/profilo-societa-dettaglio.html?isin=IT0005495871&lang=it,Y,,Y,na,na,IT,IT,,https://finance.yahoo.com/quote/YOLO.MI?p=YOLO.MI&.tsrc=fin-srch,
